date,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume
2020-01-02 23:00:00,6974.8,6974.8,6950.0,6965.71,741.067591,5160340.48649947,8665.0,410.406482,2857603.81402699
2020-01-03 00:00:00,6965.49,6966.47,6912.88,6937.0,1106.732043,7682684.25230455,11910.0,540.409116,3752333.710281
2020-01-03 01:00:00,6937.0,6946.07,6878.19,6888.85,2402.581684,16598356.3539567,19122.0,1060.033364,7326332.05726061
2020-01-03 02:00:00,6888.26,6966.8,6871.04,6956.88,2869.993553,19890221.80352921,22447.0,1219.752622,8450428.94435837
2020-01-03 03:00:00,6957.66,6966.36,6940.0,6952.04,1246.589508,8665052.18701594,10323.0,790.426184,5493729.62995557
2020-01-03 04:00:00,6952.04,7264.71,6948.64,7210.19,9560.897697,68233808.79932053,58889.0,5333.281201,38097761.60265872
2020-01-03 05:00:00,7210.2,7249.0,7168.48,7220.47,3575.770965,25747383.97826779,23043.0,1664.401998,11984700.10713506
2020-01-03 06:00:00,7220.49,7225.0,7190.14,7202.22,2075.25916,14952700.81905125,15059.0,1178.023641,8487381.37962676
2020-01-03 07:00:00,7202.06,7232.0,7185.04,7203.21,2185.376884,15764122.9904502,15969.0,1205.434341,8695762.96987356
2020-01-03 08:00:00,7202.28,7297.29,7202.28,7260.6,3976.534509,28847521.62215607,28749.0,1973.206281,14317041.90044787
2020-01-03 09:00:00,7260.64,7358.88,7256.56,7348.42,5469.030632,39980889.00233599,43411.0,2770.957001,20262285.32994336
2020-01-03 10:00:00,7349.3,7371.92,7281.3,7312.25,3924.462414,28761054.21356499,28443.0,2031.213878,14885400.1630304
2020-01-03 11:00:00,7312.26,7346.0,7306.61,7340.46,1826.857466,13387065.43362765,15185.0,1054.221316,7725680.33110307
2020-01-03 12:00:00,7340.46,7350.19,7303.14,7322.78,1717.22262,12589082.19929539,16237.0,897.96389,6584329.21108697
2020-01-03 13:00:00,7324.1,7380.0,7311.59,7348.87,1906.468998,13993594.37929978,17141.0,1164.186713,8546209.30930311
2020-01-03 14:00:00,7348.36,7362.31,7229.3,7254.73,4583.643119,33344264.97312205,29226.0,2025.436596,14732230.45810529
2020-01-03 15:00:00,7255.49,7322.44,7252.48,7320.18,2371.650792,17278237.82042984,19457.0,1389.528406,10124983.69689626
2020-01-03 16:00:00,7320.17,7405.0,7293.1,7386.03,5852.326934,43085512.31713267,35462.0,3053.031532,22482413.94967173
2020-01-03 17:00:00,7388.21,7403.2,7335.21,7355.26,2201.223063,16208977.14385979,20452.0,1275.365806,9393686.41821483
2020-01-03 18:00:00,7355.23,7369.47,7330.32,7342.96,1422.531602,10452057.8075147,12260.0,690.979234,5076955.46040494
2020-01-03 19:00:00,7342.95,7352.33,7280.0,7343.08,2259.002878,16538679.10997612,18046.0,1076.917572,7886089.41175485
2020-01-03 20:00:00,7343.62,7361.0,7297.01,7316.99,1546.013182,11329963.77164085,14968.0,812.467453,5953352.36749794
2020-01-03 21:00:00,7317.01,7335.0,7262.68,7283.0,1227.929145,8971337.08503506,13256.0,576.868473,4217244.77246865
2020-01-03 22:00:00,7281.69,7320.54,7260.01,7300.56,1407.545265,10255827.30858228,16357.0,746.195451,5439215.0998498
2020-01-03 23:00:00,7301.32,7346.08,7291.75,7344.96,1712.856338,12540187.59056603,14442.0,1065.194204,7797565.57079987
2020-01-04 00:00:00,7345.0,7350.0,7289.98,7302.24,1240.406484,9078998.36200795,12819.0,638.584825,4674982.41677796
2020-01-04 01:00:00,7304.96,7312.58,7280.85,7309.16,821.321239,5995763.76346649,9449.0,385.800829,2816706.44240979
2020-01-04 02:00:00,7308.71,7328.99,7296.18,7327.83,868.281715,6347480.77036324,8757.0,480.702704,3514344.60271422
2020-01-04 03:00:00,7328.21,7339.69,7318.56,7333.11,763.775397,5598498.15114238,9039.0,364.406639,2671265.77368834
2020-01-04 04:00:00,7333.14,7338.46,7312.65,7334.86,691.833205,5068965.03391615,7936.0,350.867692,2570685.59771596
2020-01-04 05:00:00,7334.59,7369.28,7325.0,7344.69,1306.738785,9599549.39428373,11322.0,686.859432,5045356.36727312
2020-01-04 06:00:00,7344.7,7367.88,7340.0,7354.96,1168.097036,8588833.52266133,9966.0,623.613412,4585244.9836174
2020-01-04 07:00:00,7354.95,7363.63,7327.32,7348.11,1352.880865,9937643.00037155,12154.0,738.570061,5425429.78363615
2020-01-04 08:00:00,7348.04,7365.0,7330.0,7346.59,1272.743225,9349986.41497317,10447.0,754.217284,5541046.30271424
2020-01-04 09:00:00,7346.4,7369.18,7339.28,7363.88,1084.110633,7969046.51742551,10286.0,632.443115,4649101.30288025
2020-01-04 10:00:00,7364.32,7369.63,7304.36,7318.3,1807.551552,13285643.39210369,13744.0,901.63355,6628279.00853527
2020-01-04 11:00:00,7318.15,7339.27,7302.1,7336.45,1520.454655,11137558.0883418,12378.0,845.046244,6190646.73873129
2020-01-04 12:00:00,7336.75,7339.58,7305.0,7312.89,1131.422667,8280307.37766014,10870.0,695.229782,5087716.14308025
2020-01-04 13:00:00,7312.79,7326.49,7291.0,7303.88,1549.128326,11319379.88516534,12399.0,824.575482,6025792.11206226
2020-01-04 14:00:00,7303.72,7323.74,7296.44,7316.72,874.231693,6392383.49458831,10447.0,482.357899,3526846.77919991
2020-01-04 15:00:00,7315.51,7332.0,7305.0,7318.99,870.0506,6368539.05235395,9712.0,555.828581,4068357.90817464
2020-01-04 16:00:00,7318.98,7323.26,7297.91,7307.11,1043.417942,7626119.39572547,10912.0,661.785445,4837226.21228647
2020-01-04 17:00:00,7308.0,7352.0,7305.0,7351.99,1237.984296,9073546.24007656,11219.0,700.107112,5131938.52387021
2020-01-04 18:00:00,7351.36,7404.0,7272.21,7306.92,4110.024469,30174172.57221053,28800.0,2134.448169,15683019.21119906
2020-01-04 19:00:00,7306.6,7353.84,7283.01,7334.83,1966.929401,14396196.38601149,17332.0,1094.310688,8008151.88383367
2020-01-04 20:00:00,7334.89,7352.64,7310.67,7341.06,1433.864061,10520647.67395371,14270.0,799.048179,5863217.43234697
2020-01-04 21:00:00,7340.9,7367.31,7330.72,7350.68,869.007514,6388749.19958577,10519.0,468.212026,3442355.71038733
2020-01-04 22:00:00,7350.72,7359.7,7342.67,7350.24,474.926109,3490739.05349926,7232.0,275.805997,2027212.73001064
2020-01-04 23:00:00,7350.05,7363.0,7328.9,7354.11,528.793108,3885494.19806059,7361.0,274.927101,2020187.75692625
2020-01-05 00:00:00,7354.19,7393.0,7354.11,7373.48,1432.35544,10563344.57119818,14037.0,776.628836,5726670.33329952
2020-01-05 01:00:00,7373.43,7481.87,7373.43,7459.18,6394.85574,47589392.48295649,41542.0,3681.011812,27385490.18546417
2020-01-05 02:00:00,7459.91,7482.87,7432.79,7443.79,2038.01579,15193162.68683375,16293.0,1098.019417,8185284.49384038
2020-01-05 03:00:00,7443.92,7478.0,7439.33,7475.99,1446.222876,10788460.71409375,10742.0,698.451963,5210182.68891613
2020-01-05 04:00:00,7476.0,7495.0,7444.0,7457.14,1859.909467,13891219.77843782,13732.0,963.61762,7196995.01753636
2020-01-05 05:00:00,7457.18,7470.0,7444.0,7459.12,952.444318,7102459.03193126,9012.0,467.702217,3487421.34218464
2020-01-05 06:00:00,7458.51,7481.25,7437.4,7457.5,1166.464289,8698784.19161467,9663.0,617.681229,4607145.02671692
2020-01-05 07:00:00,7457.83,7470.36,7442.0,7463.63,888.087854,6620622.05257971,8625.0,438.115246,3266141.97931797
2020-01-05 08:00:00,7463.64,7472.0,7410.0,7430.05,1595.878334,11873005.14908572,13828.0,699.623328,5206437.36091203
2020-01-05 09:00:00,7430.0,7436.84,7400.0,7427.74,2072.537095,15374755.3056412,14274.0,1071.639083,7951156.81151286
2020-01-05 10:00:00,7427.7,7432.28,7403.21,7415.12,995.14421,7381567.11187703,9178.0,554.60784,4113587.50863083
2020-01-05 11:00:00,7415.1,7440.0,7410.0,7422.33,1001.517619,7437451.9293479,10279.0,555.248319,4123218.04875656
2020-01-05 12:00:00,7422.27,7460.46,7421.93,7457.01,1079.561263,8035656.55335237,11542.0,556.966148,4145496.06580913
2020-01-05 13:00:00,7457.79,7458.0,7415.0,7431.15,1337.571084,9948778.23592681,12377.0,622.412171,4630128.04990535
2020-01-05 14:00:00,7431.16,7444.73,7425.0,7431.82,831.78756,6186421.45581482,10274.0,417.492112,3105289.93670699
2020-01-05 15:00:00,7431.71,7476.31,7430.99,7468.42,1839.988518,13720484.21962582,18706.0,910.307376,6788769.0982721
2020-01-05 16:00:00,7467.91,7484.0,7450.0,7461.38,1764.362509,13176482.88872617,15674.0,877.830135,6555856.94862444
2020-01-05 17:00:00,7461.26,7470.76,7445.15,7464.65,904.275876,6746680.1423498,10630.0,463.138933,3455255.50933466
2020-01-05 18:00:00,7464.62,7468.87,7421.77,7438.72,1226.760244,9128520.21994536,12491.0,594.867826,4426180.47597276
2020-01-05 19:00:00,7439.02,7449.69,7427.1,7444.14,952.37598,7086228.44770478,10026.0,471.831799,3511047.65520904
2020-01-05 20:00:00,7444.71,7445.0,7426.0,7431.6,687.771423,5113632.96483551,7435.0,338.382602,2516105.87400187
2020-01-05 21:00:00,7431.01,7431.53,7361.01,7368.52,2225.194358,16458207.43375456,17765.0,937.134031,6931356.29916191
2020-01-05 22:00:00,7367.62,7385.65,7318.0,7355.73,2249.586037,16533005.57722188,18767.0,1006.183545,7397754.59118095
2020-01-05 23:00:00,7355.73,7363.35,7321.0,7358.75,1388.41772,10200360.64432085,12317.0,636.475976,4677123.08838317
2020-01-06 00:00:00,7357.64,7384.72,7346.76,7378.75,1358.867787,10006650.47519736,10399.0,712.183975,5243957.74043171
2020-01-06 01:00:00,7378.97,7426.82,7368.55,7423.5,1630.227541,12048066.48859861,14099.0,917.223564,6779159.35703859
2020-01-06 02:00:00,7423.06,7562.0,7421.64,7551.44,5819.256972,43663709.10690237,38256.0,3402.178628,25524409.67271298
2020-01-06 03:00:00,7551.47,7580.0,7486.85,7540.9,4769.906356,35939688.36850047,27817.0,2222.120771,16741857.77389278
2020-01-06 04:00:00,7540.9,7554.61,7516.06,7529.52,1554.582461,11710943.82189495,13475.0,854.354945,6435282.57852864
2020-01-06 05:00:00,7529.52,7541.55,7496.0,7532.85,1472.91993,11073632.01372346,12768.0,803.684403,6042473.86977641
2020-01-06 06:00:00,7532.85,7537.53,7510.99,7520.0,873.32937,6569908.16641012,9507.0,431.807432,3248175.86765804
2020-01-06 07:00:00,7520.0,7527.27,7505.57,7507.91,921.886394,6931555.59320038,9159.0,444.004825,3338517.88953226
2020-01-06 08:00:00,7508.18,7551.68,7507.39,7547.55,1690.857798,12736985.42278754,14328.0,814.264945,6134487.50936167
2020-01-06 09:00:00,7547.88,7553.0,7516.51,7550.78,2074.105876,15626240.92649843,18687.0,864.878922,6516227.64078327
2020-01-06 10:00:00,7550.84,7576.68,7535.64,7561.22,1912.728693,14444524.61192176,18543.0,915.299118,6911919.74394356
2020-01-06 11:00:00,7561.27,7582.27,7526.88,7544.72,2149.635226,16235629.11430561,19890.0,1039.198606,7849336.70742311
2020-01-06 12:00:00,7544.72,7566.24,7535.0,7557.42,1484.613594,11210567.43724119,12884.0,704.890839,5323100.75699911
2020-01-06 13:00:00,7557.77,7622.0,7465.44,7528.64,3698.140842,27922946.21992676,28344.0,1862.625294,14075076.31828144
2020-01-06 14:00:00,7528.59,7558.45,7505.02,7547.93,2383.745611,17962663.1796662,19285.0,1303.732412,9823948.60179271
2020-01-06 15:00:00,7548.1,7553.28,7516.34,7519.99,1644.393877,12387650.46453011,13550.0,799.016667,6019492.83908403
2020-01-06 16:00:00,7519.05,7546.08,7509.43,7529.24,1626.355417,12248008.9962076,15654.0,736.282423,5544569.03843283
2020-01-06 17:00:00,7529.01,7561.0,7526.91,7558.48,1102.998522,8326795.80955293,12439.0,569.339173,4298267.66878707
2020-01-06 18:00:00,7558.78,7560.0,7525.96,7533.0,910.967306,6870408.26374498,10347.0,453.452541,3420109.10953394
2020-01-06 19:00:00,7532.5,7551.71,7524.0,7539.9,863.252634,6506806.85940654,10935.0,473.861734,3571504.33031114
2020-01-06 20:00:00,7539.74,7557.99,7534.9,7551.25,978.342912,7380946.73490069,11695.0,569.293485,4294737.99133277
2020-01-06 21:00:00,7551.24,7608.0,7547.56,7578.42,2101.577667,15931490.1653653,19607.0,1075.094844,8149879.44433462
2020-01-06 22:00:00,7578.42,7752.0,7574.39,7712.63,6546.730323,50288414.24073918,52828.0,3902.723327,29978574.82851993
2020-01-06 23:00:00,7712.58,7795.34,7690.7,7758.0,5066.272207,39306248.74482665,35441.0,2982.254897,23146543.38093203
2020-01-07 00:00:00,7758.9,8000.0,7758.29,7888.42,12714.830706,100431489.7743489,82946.0,6709.961553,52994969.46488182
2020-01-07 01:00:00,7889.64,7919.99,7866.01,7905.67,3784.606696,29871916.67223374,24795.0,1938.556008,15302810.77091618
2020-01-07 02:00:00,7905.67,7940.0,7892.32,7896.2,2658.470846,21044270.03587966,18811.0,1370.874666,10854112.61087368
2020-01-07 03:00:00,7896.08,7916.94,7885.75,7894.9,1811.52833,14315835.96300617,15011.0,975.409361,7708567.94448613
2020-01-07 04:00:00,7894.71,7905.5,7821.0,7840.83,3265.389556,25677451.53822563,23077.0,1742.827311,13706498.44044745
2020-01-07 05:00:00,7839.75,7882.56,7826.63,7869.33,1749.120728,13743573.7244211,16177.0,985.348833,7741914.49410304
2020-01-07 06:00:00,7869.29,7876.0,7851.26,7872.91,1034.371143,8133764.88560231,11274.0,527.422285,4147655.00987118
2020-01-07 07:00:00,7873.05,7896.72,7857.53,7883.37,1730.807736,13631073.59903554,14998.0,755.63328,5951062.95121976
2020-01-07 08:00:00,7883.11,7904.72,7868.0,7883.97,2060.945511,16256413.08171298,17390.0,950.466629,7497758.29864505
2020-01-07 09:00:00,7884.32,7886.17,7855.0,7856.26,1266.181976,9967012.27205612,11360.0,630.522604,4963576.78462769
2020-01-07 10:00:00,7856.26,7889.78,7856.15,7889.24,1164.566425,9168200.23827198,11913.0,687.798926,5414778.73944072
2020-01-07 11:00:00,7888.12,7965.0,7881.69,7895.14,4207.107584,33336242.04565509,29610.0,1939.212262,15367425.94336116
2020-01-07 12:00:00,7895.13,7915.77,7840.0,7869.05,3167.803362,24958767.24169997,25794.0,1506.379483,11869587.15212092
2020-01-07 13:00:00,7869.02,7869.03,7810.73,7847.99,2935.85674,23010639.9250808,23806.0,1588.38498,12449700.20206891
2020-01-07 14:00:00,7847.99,7884.59,7837.26,7838.8,2419.777007,19024039.6682837,18443.0,1342.561817,10555557.25581081
2020-01-07 15:00:00,7841.16,7847.99,7740.29,7764.59,5292.202151,41233550.63491074,36447.0,2540.74763,19795648.07089861
2020-01-07 16:00:00,7764.04,7940.12,7723.71,7912.18,6410.882075,50397337.57130765,39822.0,3152.240878,24787207.36405364
2020-01-07 17:00:00,7912.18,7952.05,7878.01,7938.33,3293.006137,26090371.76416601,25516.0,1811.684247,14355314.70783123
2020-01-07 18:00:00,7937.88,8137.0,7919.22,8037.69,9327.807487,75055155.95258604,63271.0,4762.404888,38313516.04618108
2020-01-07 19:00:00,8038.54,8111.45,8032.39,8073.69,4283.208684,34595341.22031034,33612.0,2191.476013,17697877.77403803
2020-01-07 20:00:00,8073.69,8175.01,8041.28,8162.66,4404.727667,35743064.47087001,33702.0,2200.155396,17837993.06519748
2020-01-07 21:00:00,8162.57,8188.0,7975.74,8016.44,5116.55768,41369148.86274302,38918.0,2162.224212,17479913.96247367
2020-01-07 22:00:00,8016.43,8067.06,7945.72,8049.55,3088.53339,24759610.15753112,31418.0,1584.065239,12702911.97417525
2020-01-07 23:00:00,8049.83,8207.68,8020.7,8145.28,3983.395044,32388519.84302401,37204.0,2135.753048,17370608.58620828
2020-01-08 00:00:00,8145.92,8455.0,8142.0,8431.82,12579.628057,104742900.3676607,86656.0,7296.112136,60779821.43650455
2020-01-08 01:00:00,8430.53,8448.14,8328.89,8370.92,8384.945558,70341465.07528166,55444.0,3917.527639,32870849.25847656
2020-01-08 02:00:00,8370.93,8422.0,8256.74,8278.59,4558.246276,38042025.79269445,35400.0,2210.412766,18454140.099154
2020-01-08 03:00:00,8278.07,8344.0,8244.93,8300.34,4359.947687,36152593.44066096,36939.0,2055.477727,17048325.22025449
2020-01-08 04:00:00,8300.34,8355.87,8288.0,8344.63,2575.222396,21432265.58001239,23179.0,1234.432218,10272038.66310392
2020-01-08 05:00:00,8343.92,8377.0,8307.85,8334.77,2664.277869,22238879.9104778,23020.0,1332.74476,11128950.93755594
2020-01-08 06:00:00,8334.76,8367.61,8319.0,8339.13,1731.943454,14440003.98839634,18579.0,887.971114,7404179.75512451
2020-01-08 07:00:00,8339.14,8347.99,8277.21,8297.26,2788.142801,23173043.03387968,22508.0,1476.367939,12267485.07653089
2020-01-08 08:00:00,8297.27,8329.09,8264.86,8312.04,2508.727051,20816132.23089639,19147.0,1086.816753,9017275.59081585
2020-01-08 09:00:00,8312.05,8321.83,8276.0,8297.21,2091.834391,17358734.18112929,18451.0,951.152641,7894326.20300576
2020-01-08 10:00:00,8296.98,8359.0,8284.19,8326.98,2380.674785,19840585.1776362,21206.0,1196.779887,9974423.98479169
2020-01-08 11:00:00,8327.06,8370.0,8325.03,8332.47,2034.529797,16984106.11942789,17716.0,877.142519,7321689.17031959
2020-01-08 12:00:00,8332.2,8347.33,8276.0,8286.16,2426.854154,20173222.92609616,23169.0,1074.134182,8932312.05536876
2020-01-08 13:00:00,8285.92,8418.61,8215.2,8384.99,7456.82961,62127675.08692924,52403.0,3673.404573,30621496.58241716
2020-01-08 14:00:00,8384.99,8385.0,8184.0,8310.98,6554.98078,54359887.65474665,44270.0,3109.174587,25791118.7338992
2020-01-08 15:00:00,8310.98,8359.0,8237.36,8305.97,3993.008669,33129539.68541083,31375.0,2144.232598,17792948.66303479
2020-01-08 16:00:00,8306.09,8335.79,8050.0,8115.0,12758.450281,104258067.80027658,75175.0,6018.515363,49162576.84771861
2020-01-08 17:00:00,8115.0,8123.98,8010.0,8077.68,7266.047229,58605948.40172699,46466.0,3250.139535,26222554.54802363
2020-01-08 18:00:00,8077.68,8094.93,8035.01,8053.7,2950.762774,23798868.85141497,22374.0,1202.489602,9698698.48899156
2020-01-08 19:00:00,8053.7,8069.73,7963.05,7963.35,3758.461889,30120249.0732217,28964.0,1730.872135,13874205.47529815
2020-01-08 20:00:00,7963.56,8060.86,7870.0,8046.03,8887.842817,70696910.51590683,55696.0,4052.828437,32250602.49069985
2020-01-08 21:00:00,8046.42,8048.66,7957.55,8016.06,3140.073055,25146586.93492485,23686.0,1602.895077,12836455.46806932
2020-01-08 22:00:00,8017.36,8080.0,7988.58,8076.13,2119.902017,17019145.63694156,22255.0,1184.596448,9514221.8876206
2020-01-08 23:00:00,8076.13,8125.57,8023.55,8055.98,2651.309243,21411395.1387557,26297.0,1504.888878,12153553.81776019
2020-01-09 00:00:00,8054.72,8055.96,7928.0,7956.55,3517.43095,28040174.76703617,28439.0,1762.540103,14052427.5282336
2020-01-09 01:00:00,7956.88,8037.37,7950.0,8004.8,2413.123473,19295740.8734088,17516.0,1001.112121,8002352.1860774
2020-01-09 02:00:00,8004.05,8026.01,7980.0,7982.75,1579.537464,12636728.75585336,12199.0,742.411735,5940176.54632277
2020-01-09 03:00:00,7983.09,7993.46,7935.56,7954.72,2480.168472,19754601.95233362,20950.0,1263.514637,10065292.30308296
2020-01-09 04:00:00,7954.96,7978.31,7928.0,7966.85,2053.928386,16338938.47515367,15335.0,1218.83227,9695016.96533591
2020-01-09 05:00:00,7966.75,7966.75,7925.68,7941.83,1404.270001,11158331.80560622,12641.0,759.817987,6037249.72645342
2020-01-09 06:00:00,7941.99,7951.68,7896.0,7908.48,2068.18413,16383239.27271428,17323.0,1002.856984,7944148.40195995
2020-01-09 07:00:00,7908.71,7976.67,7903.4,7949.84,2449.538328,19465721.08232687,19005.0,1054.256228,8374054.73283581
2020-01-09 08:00:00,7949.57,7955.83,7909.3,7933.1,1641.494387,13019506.94259843,13141.0,997.128706,7907321.79857935
2020-01-09 09:00:00,7932.51,7932.94,7864.24,7872.35,3408.741356,26896186.12669611,24194.0,1506.27122,11886509.68153864
2020-01-09 10:00:00,7872.36,7934.78,7852.01,7896.38,2923.998132,23096179.41229155,21531.0,1460.776661,11543184.67106805
2020-01-09 11:00:00,7895.56,7901.99,7855.0,7878.56,1911.857856,15052048.69785444,15359.0,1013.995557,7983361.72685188
2020-01-09 12:00:00,7878.02,7917.68,7871.0,7900.91,2162.941372,17073381.59875994,16473.0,1201.918687,9488249.9821665
2020-01-09 13:00:00,7901.49,7945.0,7891.43,7897.52,2859.442366,22648058.48270733,20196.0,1437.218204,11382582.84341893
2020-01-09 14:00:00,7897.54,7919.59,7875.55,7885.5,1887.759463,14903473.76210636,14910.0,850.216405,6712669.6362772
2020-01-09 15:00:00,7885.5,7930.0,7882.75,7907.05,1555.442519,12298337.58017875,12905.0,824.98773,6523595.80965738
2020-01-09 16:00:00,7907.05,7920.01,7805.01,7818.15,4386.286631,34399296.19118589,28198.0,2080.802926,16317501.20305839
2020-01-09 17:00:00,7818.15,7846.0,7778.0,7798.6,3990.175129,31143685.35231828,25788.0,1887.890667,14740979.46389855
2020-01-09 18:00:00,7798.23,7832.13,7788.68,7810.64,1529.030453,11941507.6286446,13082.0,770.580557,6018485.50285342
2020-01-09 19:00:00,7810.68,7957.48,7810.3,7917.54,3465.438657,27340710.47870556,25694.0,1820.222229,14358697.8447395
2020-01-09 20:00:00,7917.55,8000.0,7805.0,7818.3,6732.412789,53314922.0663018,41315.0,3168.578238,25084199.9777143
